MovieID,Name,Date_Added,Release_Year,Rating,Duration(minutes),Description
1220,House of the Witch,"October 11, 2020",2017,TV-MA,86,A group of daring teens finds themselves in a fight for their lives inside a haunted house when a sinister spirit crashes their Halloween party.
1221,Ginny Weds Sunny,"October 9, 2020",2020,TV-MA,126,"Eager to marry but constantly rejected by women, a bachelor hopes to win over a former crush by accepting help from an unlikely source: her mother."
1222,My Step Dad: The Hippie,"October 9, 2020",2018,TV-MA,100,"When three adult siblings meet the offbeat man who their widowed mom fawns over, they take drastic actions to stop them from ever getting married."
1223,Super Monsters: Dia de los Monsters,"October 9, 2020",2020,TV-Y,25,"The Super Monsters celebrate Día de los Muertos in Vida’s hometown with her magical family, some new monster friends and a spook-tacular parade!"
1224,The Forty-Year-Old Version,"October 9, 2020",2020,R,124,"Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper."
1225,Bigflo & Oli: Hip Hop Frenzy,"October 8, 2020",2020,TV-MA,100,"Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour."
1226,Palermo Hollywood,"October 8, 2020",2004,TV-MA,106,A pair of petty criminals from different backgrounds get tangled up in a gangster's kidnapping scheme that goes awry.
1227,Hubie Halloween,"October 7, 2020",2020,PG-13,104,"Hubie's not the most popular guy in Salem, Mass., but when Halloween turns truly spooky, this good-hearted scaredy-cat sets out to keep his town safe."
1228,American Pie 9: Girls' Rules,"October 6, 2020",2020,R,96,Four tight-knit high school seniors vow to turn their love lives around by homecoming when the arrival of a new student muddles their plans.
1229,Dolly Parton: Here I Am,"October 6, 2020",2019,TV-14,90,"Dolly Parton leads a moving, musical journey in this documentary that details the people and places who have helped shape her iconic career."
1230,StarBeam: Halloween Hero,"October 6, 2020",2020,TV-Y,33,"Greedy Captain Fishbeard is stealing everybody's Halloween treats for himself, but StarBeam and Boost have some tricks up their sleeves to save the day!"
1231,Walk Away from Love,"October 6, 2020",2017,TV-14,81,"Heartbroken from her last relationship, an attorney is wary of falling in love again. But crossing paths with an ex upends her plans to finally move on."
1232,David Attenborough: A Life on Our Planet,"October 4, 2020",2020,PG,84,"A broadcaster recounts his life, and the evolutionary history of life on Earth, to grieve the loss of wild places and offer a vision for the future."
1233,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","October 3, 2020",2020,TV-MA,44,"From unseen footage to the last table read, this documentary takes an inside look at the final season of the acclaimed comedy series ""Schitt's Creek."""
1234,Good Game: The Beginning,"October 3, 2020",2018,TV-14,115,New high school grad and avid gamer Cenk is recruited to an intense esports team that trains for a tournament with a life-changing prize.
1235,A Chaster Marriage,"October 2, 2020",2016,TV-14,94,"Forced to wed his childhood friend, a man obsessed with football attempts to get rid of his wife in order to keep the woman he truly loves."
1236,A Go! Go! Cory Carson Halloween,"October 2, 2020",2020,TV-Y,22,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?"
1237,Òlòtūré,"October 2, 2020",2020,TV-MA,107,"In Lagos, a journalist goes undercover as a prostitute to expose human trafficking. What she finds is a world of exploited women and ruthless violence."
1238,Serious Men,"October 2, 2020",2020,TV-MA,115,"When a slum dweller spins a web of lies in pursuit of the upward mobility he has long craved, his ruse could be especially dangerous for his young son."
1239,The Binding,"October 2, 2020",2020,TV-MA,93,"While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter."
1240,Turkish Dance School,"October 2, 2020",2017,TV-MA,107,A woman recovering from an attempted suicide meets an aspiring doctor who takes a keen interest in her efforts to move forward in life through dance.
1241,Vampires vs. the Bronx,"October 2, 2020",2020,PG-13,86,Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.
1242,You've Got This,"October 2, 2020",2020,TV-MA,112,An ad creative and a successful exec have a great marriage — until he wants to be a dad just as her star is rising. Then he brings someone new home.
1243,All Because of You,"October 1, 2020",2020,TV-PG,102,"After falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place."
1244,An Ordinary Man,"October 1, 2020",2017,R,91,"A war criminal in hiding begins to suspect that the maid, his only confidant and contact with the outside world, may be hiding something herself."
1245,Carlos Almaraz: Playing with Fire,"October 1, 2020",2019,TV-14,83,"Mixing archival footage with interviews, this film celebrates one of Los Angeles's most influential painters and Chicano art activists from the 1970s."
1246,Cold Harbour,"October 1, 2020",2013,TV-MA,73,"When a war breaks out between competing gangs of smugglers in Cape Town, South Africa, an honest cop is pressured to work for a powerful crime lord."
1247,Free State of Jones,"October 1, 2020",2016,R,139,A Mississippi farmer turns outlaw as he leads a ragtag band of fellow Civil War deserters and escaped slaves in a rebellion against the Confederacy.
1248,Human Nature,"October 1, 2020",2019,TV-14,95,"From breakthrough science to the boundaries of morality, this documentary spotlights a revelation in genetic modification research known as CRISPR."
1249,Hunt for the Wilderpeople,"October 1, 2020",2016,PG-13,101,A misadventure in the wilderness leads to life-changing discoveries for a troubled orphan teen from the city and his belligerent foster father.
1250,I'm Leaving Now,"October 1, 2020",2019,TV-MA,75,"In this evocative documentary, an undocumented immigrant plans to return to Mexico after 16 years but his family tells him he needs to stay in the US."
1251,Rize,"October 1, 2020",2005,PG-13,87,"This documentary explores ""krumping,"" a fast-paced urban dance, and follows the man that originated the phenomenon in South Central Los Angeles."
1252,The American Game,"October 1, 2020",2019,TV-PG,91,A financially struggling young couple's relationship is tested when the CEO of the company they work for tempts them with a nearly irresistible offer.
1253,The Book of Sun,"October 1, 2020",2020,TV-14,120,"A high school senior sets out to make a no-budget horror film with his friend, one-time rival and teacher, but the project soon jeopardizes their future."
1254,The Outpost,"October 1, 2020",2020,R,123,A group of vastly outnumbered U.S. soldiers at a remote Afghanistan base must fend off a brutal offensive by Taliban fighters in the Battle of Kamdesh.
1255,We Have Always Lived in the Castle,"October 1, 2020",2018,TV-14,95,The fragile and secretive world of two sisters and their uncle crumbles when their charming cousin arrives with eyes toward the family fortune.
1256,American Murder: The Family Next Door,"September 30, 2020",2020,TV-MA,84,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed."
1257,Baxu and the Giants,"September 30, 2020",2019,TV-PG,29,A young girl grows increasingly concerned about the rhino poaching in her village when it begins to directly impact her impoverished family.
1258,Poacher,"September 30, 2020",2018,TV-MA,28,A daring farmer steals illicit ivory from a group of international terrorists and must elude their dangerous and deadly games.
1259,The Boys in the Band,"September 30, 2020",2020,R,122,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths."
1260,The Boys in the Band: Something Personal,"September 30, 2020",2020,TV-MA,28,"Decades after his play first put gay life center stage, Mart Crowley joins the cast and crew of the 2020 film to reflect on the story's enduring legacy."
1261,Bully,"September 29, 2020",2012,PG-13,98,This eye-opening documentary tracks the stories of five different families whose children are struggling to defend themselves from school bullies.
1262,Michelle Buteau: Welcome to Buteaupia,"September 29, 2020",2020,TV-MA,59,"Scene-stealing queen Michelle Buteau dazzles with real talk on relationships, parenthood, cultural differences and the government workers who adore her."
1263,Welcome to Sudden Death,"September 29, 2020",2020,R,80,"At a basketball game, an ex-Special Forces officer must face a group of tech-savvy hostiles when a team owner and his daughter are taken hostage."
1264,Amandla! A Revolution in Four Part Harmony,"September 28, 2020",2002,PG-13,103,This documentary recounts the fascinating and little-known role that music has played in the struggle to eradicate apartheid in South Africa.
1265,Ankhon Dekhi,"September 28, 2020",2013,TV-PG,104,"After a distressing incident, a Delhi man vows to believe only what he can see, but his new ideals soon take his life in extreme directions."
1266,Dedh Ishqiya,"September 28, 2020",2014,TV-14,146,"After failing to win the heart of an aristocrat's widow, a thief plans to abduct her, only to discover that there are others with the same idea."
1267,Golmaal Returns,"September 28, 2020",2008,TV-MA,135,A man's relationship with his jealous wife enters choppy waters after he has to spend a night on a yacht with a woman he's rescued from gangsters.
